"BioCeramic",,,"Coralline",,,"MedPor",,
"Time","Force","Stroke","Time","Force","Stroke","Time","Force","Stroke"
"sec","N","mm","sec","N","mm","sec","N","mm"
,,,,,,"197.292","697.0247","3.28776"
,,,,,,"197.294","697.0247","3.287792"
,,,,,,"197.296","697.0247","3.287823"
,,,,,,"197.298","697.0247","3.287854"
,,,,,,"197.3","697.0565","3.287885"
,,,,,,"197.302","697.0565","3.287917"
,,,,,,"197.304","697.0565","3.287948"
,,,,,,"197.306","697.0565","3.28799"
,,,,,,"197.308","697.0565","3.288021"
,,,,,,"197.31","697.0565","3.288052"
,,,,,,"197.312","697.1041","3.288083"
,,,,,,"197.314","697.1041","3.288115"
,,,,,,"197.316","697.1041","3.288156"
,,,,,,"197.318","697.1041","3.288188"
,,,,,,"197.32","697.1041","3.288219"
,,,,,,"197.322","697.1041","3.28825"
,,,,,,"197.324","697.1359","3.288281"
,,,,,,"197.326","697.1359","3.288323"
,,,,,,"197.328","697.1359","3.288354"
,,,,,,"197.33","697.1359","3.288385"
,,,,,,"197.332","697.1359","3.288417"
,,,,,,"197.334","697.1519","3.288448"
,,,,,,"197.336","697.1836","3.288479"
,,,,,,"197.338","697.1836","3.28851"
,,,,,,"197.34","697.1836","3.288552"
,,,,,,"197.342","697.1836","3.288583"
,,,,,,"197.344","697.1836","3.288615"
,,,,,,"197.346","697.2154","3.288646"
,,,,,,"197.348","697.2154","3.288687"
,,,,,,"197.35","697.2154","3.288719"
,,,,,,"197.352","697.2154","3.28875"
,,,,,,"197.354","697.2154","3.288781"
,,,,,,"197.356","697.2154","3.288812"
,,,,,,"197.358","697.2631","3.288844"
,,,,,,"197.36","697.2631","3.288885"
,,,,,,"197.362","697.2631","3.288917"
,,,,,,"197.364","697.2631","3.288948"
,,,,,,"197.366","697.2631","3.288979"
,,,,,,"197.368","697.2949","3.28901"
,,,,,,"197.37","697.2949","3.289042"
,,,,,,"197.372","697.2949","3.289073"
,,,,,,"197.374","697.2949","3.289114"
,,,,,,"197.376","697.2949","3.289146"
,,,,,,"197.378","697.2949","3.289177"
,,,,,,"197.38","697.3426","3.289208"
,,,,,,"197.382","697.3426","3.28924"
,,,,,,"197.384","697.3426","3.289281"
,,,,,,"197.386","697.3426","3.289312"
,,,,,,"197.388","697.3426","3.289344"
,,,,,,"197.39","697.3585","3.289375"
,,,,,,"197.392","697.3743","3.289406"
,,,,,,"197.394","697.3743","3.289448"
,,,,,,"197.396","697.3743","3.289479"
,,,,,,"197.398","697.3743","3.28951"
,,,,,,"197.4","697.3743","3.289542"
,,,,,,"197.402","697.422","3.289573"
,,,,,,"197.404","697.422","3.289614"
,,,,,,"197.406","697.422","3.289646"
,,,,,,"197.408","697.422","3.289677"
,,,,,,"197.41","697.422","3.289708"
,,,,,,"197.412","697.4538","3.28974"
,,,,,,"197.414","697.4538","3.289771"
,,,,,,"197.416","697.4538","3.289813"
,,,,,,"197.418","697.4538","3.289844"
,,,,,,"197.42","697.4538","3.289875"
,,,,,,"197.422","697.4697","3.289906"
,,,,,,"197.424","697.5015","3.289937"
,,,,,,"197.426","697.5015","3.289979"
,,,,,,"197.428","697.5015","3.29001"
,,,,,,"197.43","697.5015","3.290042"
,,,,,,"197.432","697.5015","3.290073"
,,,,,,"197.434","697.5333","3.290104"
,,,,,,"197.436","697.5333","3.290135"
,,,,,,"197.438","697.5333","3.290177"
,,,,,,"197.44","697.5333","3.290208"
,,,,,,"197.442","697.5333","3.29024"
,,,,,,"197.444","697.5333","3.290271"
,,,,,,"197.446","697.5492","3.290313"
,,,,,,"197.448","697.581","3.290344"
,,,,,,"197.45","697.581","3.290375"
,,,,,,"197.452","697.581","3.290406"
,,,,,,"197.454","697.581","3.290448"
,,,,,,"197.456","697.581","3.290479"
,,,,,,"197.458","697.581","3.29051"
,,,,,,"197.46","697.6128","3.290542"
,,,,,,"197.462","697.6128","3.290573"
,,,,,,"197.464","697.6128","3.290604"
,,,,,,"197.466","697.6128","3.290646"
,,,,,,"197.468","697.6128","3.290677"
,,,,,,"197.47","697.6287","3.290708"
,,,,,,"197.472","697.6605","3.29074"
,,,,,,"197.474","697.6605","3.290781"
,,,,,,"197.476","697.6605","3.290812"
,,,,,,"197.478","697.6605","3.290844"
,,,,,,"197.48","697.6605","3.290875"
,,,,,,"197.482","697.6922","3.290906"
,,,,,,"197.484","697.6922","3.290948"
,,,,,,"197.486","697.6922","3.290979"
,,,,,,"197.488","697.6922","3.29101"
,,,,,,"197.49","697.6922","3.291042"
,,,,,,"197.492","697.6922","3.291073"
,,,,,,"197.494","697.7399","3.291115"
,,,,,,"197.496","697.7399","3.291146"
,,,,,,"197.498","697.7399","3.291177"
,,,,,,"197.5","697.7399","3.291208"
,,,,,,"197.502","697.7399","3.29124"
,,,,,,"197.504","697.7717","3.291281"
,,,,,,"197.506","697.7717","3.291312"
,,,,,,"197.508","697.7717","3.291344"
,,,,,,"197.51","697.7717","3.291375"
,,,,,,"197.512","697.7717","3.291406"
,,,,,,"197.514","697.7717","3.291448"
,,,,,,"197.516","697.8194","3.291479"
,,,,,,"197.518","697.8194","3.29151"
,,,,,,"197.52","697.8194","3.291542"
,,,,,,"197.522","697.8194","3.291573"
,,,,,,"197.524","697.8194","3.291615"
,,,,,,"197.526","697.8353","3.291646"
,,,,,,"197.528","697.8512","3.291677"
,,,,,,"197.53","697.8512","3.291719"
,,,,,,"197.532","697.8512","3.29175"
,,,,,,"197.534","697.8512","3.291781"
,,,,,,"197.536","697.8512","3.291812"
,,,,,,"197.538","697.8989","3.291844"
,,,,,,"197.54","697.8989","3.291885"
,,,,,,"197.542","697.8989","3.291917"
,,,,,,"197.544","697.8989","3.291948"
,,,,,,"197.546","697.8989","3.291979"
,,,,,,"197.548","697.8989","3.29201"
,,,,,,"197.55","697.9307","3.292042"
,,,,,,"197.552","697.9307","3.292073"
,,,,,,"197.554","697.9307","3.292114"
,,,,,,"197.556","697.9307","3.292146"
,,,,,,"197.558","697.9307","3.292177"
,,,,,,"197.56","697.9783","3.292208"
,,,,,,"197.562","697.9783","3.29224"
,,,,,,"197.564","697.9783","3.292281"
,,,,,,"197.566","697.9783","3.292312"
,,,,,,"197.568","697.9783","3.292344"
,,,,,,"197.57","697.9783","3.292375"
,,,,,,"197.572","697.9783","3.292406"
,,,,,,"197.574","697.9943","3.292448"
,,,,,,"197.576","698.0101","3.292479"
,,,,,,"197.578","698.0101","3.29251"
,,,,,,"197.58","698.0101","3.292542"
,,,,,,"197.582","698.0101","3.292573"
,,,,,,"197.584","698.0101","3.292614"
,,,,,,"197.586","698.0101","3.292646"
,,,,,,"197.588","698.0578","3.292677"
,,,,,,"197.59","698.0578","3.292708"
,,,,,,"197.592","698.0578","3.29274"
,,,,,,"197.594","698.0578","3.292781"
,,,,,,"197.596","698.0578","3.292812"
,,,,,,"197.598","698.0578","3.292844"
,,,,,,"197.6","698.0896","3.292875"
,,,,,,"197.602","698.0896","3.292906"
,,,,,,"197.604","698.0896","3.292948"
,,,,,,"197.606","698.0896","3.292979"
,,,,,,"197.608","698.0896","3.29301"
,,,,,,"197.61","698.0896","3.293042"
,,,,,,"197.612","698.1373","3.293073"
,,,,,,"197.614","698.1373","3.293115"
,,,,,,"197.616","698.1373","3.293146"
,,,,,,"197.618","698.1373","3.293177"
,,,,,,"197.62","698.1373","3.293208"
,,,,,,"197.622","698.1373","3.29324"
,,,,,,"197.624","698.1691","3.293281"
,,,,,,"197.626","698.1691","3.293313"
,,,,,,"197.628","698.1691","3.293344"
,,,,,,"197.63","698.1691","3.293375"
,,,,,,"197.632","698.1691","3.293406"
,,,,,,"197.634","698.1691","3.293448"
,,,,,,"197.636","698.2167","3.293479"
,,,,,,"197.638","698.2167","3.29351"
,,,,,,"197.64","698.2167","3.293552"
,,,,,,"197.642","698.2167","3.293583"
,,,,,,"197.644","698.2167","3.293615"
,,,,,,"197.646","698.2327","3.293646"
,,,,,,"197.648","698.2485","3.293677"
,,,,,,"197.65","698.2485","3.293708"
,,,,,,"197.652","698.2485","3.29375"
,,,,,,"197.654","698.2485","3.293781"
,,,,,,"197.656","698.2485","3.293813"
,,,,,,"197.658","698.2963","3.293844"
,,,,,,"197.66","698.2963","3.293885"
,,,,,,"197.662","698.2963","3.293917"
,,,,,,"197.664","698.2963","3.293948"
,,,,,,"197.666","698.2963","3.293979"
,,,,,,"197.668","698.2963","3.29401"
,,,,,,"197.67","698.3121","3.294052"
,,,,,,"197.672","698.328","3.294083"
,,,,,,"197.674","698.328","3.294115"
,,,,,,"197.676","698.328","3.294146"
,,,,,,"197.678","698.328","3.294188"
,,,,,,"197.68","698.328","3.294219"
,,,,,,"197.682","698.3757","3.29425"
,,,,,,"197.684","698.3757","3.294281"
,,,,,,"197.686","698.3757","3.294312"
,,,,,,"197.688","698.3757","3.294354"
,,,,,,"197.69","698.3757","3.294385"
,,,,,,"197.692","698.3757","3.294417"
,,,,,,"197.694","698.3916","3.294448"
,,,,,,"197.696","698.4075","3.29449"
,,,,,,"197.698","698.4075","3.294521"
,,,,,,"197.7","698.4075","3.294552"
,,,,,,"197.702","698.4075","3.294583"
,,,,,,"197.704","698.4075","3.294615"
,,,,,,"197.706","698.4551","3.294656"
,,,,,,"197.708","698.4551","3.294688"
,,,,,,"197.71","698.4551","3.294719"
,,,,,,"197.712","698.4551","3.29476"
,,,,,,"197.714","698.4551","3.294792"
,,,,,,"197.716","698.4551","3.294823"
,,,,,,"197.718","698.4711","3.294854"
,,,,,,"197.72","698.487","3.294885"
,,,,,,"197.722","698.487","3.294927"
,,,,,,"197.724","698.487","3.294958"
,,,,,,"197.726","698.487","3.29499"
,,,,,,"197.728","698.487","3.295021"
,,,,,,"197.73","698.5347","3.295052"
,,,,,,"197.732","698.5347","3.295094"
,,,,,,"197.734","698.5347","3.295125"
,,,,,,"197.736","698.5347","3.295156"
,,,,,,"197.738","698.5347","3.295187"
,,,,,,"197.74","698.5347","3.295229"
,,,,,,"197.742","698.5664","3.29526"
,,,,,,"197.744","698.5664","3.295292"
,,,,,,"197.746","698.5664","3.295323"
,,,,,,"197.748","698.5664","3.295365"
,,,,,,"197.75","698.5664","3.295396"
,,,,,,"197.752","698.6141","3.295427"
,,,,,,"197.754","698.6141","3.295458"
,,,,,,"197.756","698.6141","3.29549"
,,,,,,"197.758","698.6141","3.295531"
,,,,,,"197.76","698.6141","3.295563"
,,,,,,"197.762","698.6141","3.295594"
,,,,,,"197.764","698.6459","3.295625"
,,,,,,"197.766","698.6459","3.295667"
,,,,,,"197.768","698.6459","3.295698"
,,,,,,"197.77","698.6459","3.295729"
,,,,,,"197.772","698.6459","3.29576"
,,,,,,"197.774","698.6936","3.295792"
,,,,,,"197.776","698.6936","3.295833"
,,,,,,"197.778","698.6936","3.295865"
,,,,,,"197.78","698.6936","3.295896"
,,,,,,"197.782","698.6936","3.295927"
,,,,,,"197.784","698.7254","3.295969"
,,,,,,"197.786","698.7254","3.296"
,,,,,,"197.788","698.7254","3.296031"
,,,,,,"197.79","698.7254","3.296062"
,,,,,,"197.792","698.7254","3.296104"
,,,,,,"197.794","698.7254","3.296135"
,,,,,,"197.796","698.7731","3.296167"
,,,,,,"197.798","698.7731","3.296198"
,,,,,,"197.8","698.7731","3.29624"
,,,,,,"197.802","698.7731","3.296271"
,,,,,,"197.804","698.7731","3.296302"
,,,,,,"197.806","698.7889","3.296333"
,,,,,,"197.808","698.8049","3.296365"
,,,,,,"197.81","698.8049","3.296406"
,,,,,,"197.812","698.8049","3.296438"
,,,,,,"197.814","698.8049","3.296469"
,,,,,,"197.816","698.8049","3.2965"
,,,,,,"197.818","698.8525","3.296531"
,,,,,,"197.82","698.8525","3.296573"
,,,,,,"197.822","698.8525","3.296604"
,,,,,,"197.824","698.8525","3.296635"
,,,,,,"197.826","698.8525","3.296667"
,,,,,,"197.828","698.8525","3.296698"
,,,,,,"197.83","698.8843","3.29674"
,,,,,,"197.832","698.8843","3.296771"
,,,,,,"197.834","698.8843","3.296802"
,,,,,,"197.836","698.8843","3.296833"
,,,,,,"197.838","698.8843","3.296865"
,,,,,,"197.84","698.8843","3.296896"
,,,,,,"197.842","698.932","3.296937"
,,,,,,"197.844","698.932","3.296969"
,,,,,,"197.846","698.932","3.297"
,,,,,,"197.848","698.932","3.297031"
,,,,,,"197.85","698.932","3.297073"
,,,,,,"197.852","698.932","3.297104"
,,,,,,"197.854","698.9638","3.297135"
,,,,,,"197.856","698.9638","3.297167"
,,,,,,"197.858","698.9638","3.297198"
,,,,,,"197.86","698.9638","3.29724"
,,,,,,"197.862","698.9638","3.297271"
,,,,,,"197.864","698.9638","3.297302"
,,,,,,"197.866","699.0115","3.297333"
,,,,,,"197.868","699.0115","3.297364"
,,,,,,"197.87","699.0115","3.297406"
,,,,,,"197.872","699.0115","3.297437"
,,,,,,"197.874","699.0115","3.297469"
,,,,,,"197.876","699.0115","3.2975"
,,,,,,"197.878","699.0273","3.297531"
,,,,,,"197.88","699.0433","3.297562"
,,,,,,"197.882","699.0433","3.297594"
,,,,,,"197.884","699.0433","3.297635"
,,,,,,"197.886","699.0433","3.297667"
,,,,,,"197.888","699.0433","3.297698"
,,,,,,"197.89","699.0909","3.297729"
,,,,,,"197.892","699.0909","3.297771"
,,,,,,"197.894","699.0909","3.297802"
,,,,,,"197.896","699.0909","3.297833"
,,,,,,"197.898","699.0909","3.297864"
,,,,,,"197.9","699.0909","3.297896"
,,,,,,"197.902","699.1227","3.297927"
,,,,,,"197.904","699.1227","3.297969"
,,,,,,"197.906","699.1227","3.298"
,,,,,,"197.908","699.1227","3.298031"
,,,,,,"197.91","699.1227","3.298063"
,,,,,,"197.912","699.1227","3.298094"
,,,,,,"197.914","699.1704","3.298135"
,,,,,,"197.916","699.1704","3.298167"
,,,,,,"197.918","699.1704","3.298198"
,,,,,,"197.92","699.1704","3.298229"
,,,,,,"197.922","699.1704","3.29826"
,,,,,,"197.924","699.1704","3.298292"
,,,,,,"197.926","699.1863","3.298323"
,,,,,,"197.928","699.2022","3.298365"
,,,,,,"197.93","699.2022","3.298396"
,,,,,,"197.932","699.2022","3.298427"
,,,,,,"197.934","699.2022","3.298458"
,,,,,,"197.936","699.2022","3.29849"
,,,,,,"197.938","699.2499","3.298531"
,,,,,,"197.94","699.2499","3.298563"
,,,,,,"197.942","699.2499","3.298594"
,,,,,,"197.944","699.2499","3.298625"
,,,,,,"197.946","699.2499","3.298667"
,,,,,,"197.948","699.2499","3.298698"
,,,,,,"197.95","699.2658","3.298729"
,,,,,,"197.952","699.2817","3.29876"
,,,,,,"197.954","699.2817","3.298792"
,,,,,,"197.956","699.2817","3.298823"
,,,,,,"197.958","699.2817","3.298865"
,,,,,,"197.96","699.2817","3.298896"
,,,,,,"197.962","699.3293","3.298927"
,,,,,,"197.964","699.3293","3.298958"
,,,,,,"197.966","699.3293","3.29899"
,,,,,,"197.968","699.3293","3.299021"
,,,,,,"197.97","699.3293","3.299062"
,,,,,,"197.972","699.3293","3.299094"
,,,,,,"197.974","699.3611","3.299125"
,,,,,,"197.976","699.3611","3.299156"
,,,,,,"197.978","699.3611","3.299187"
,,,,,,"197.98","699.3611","3.299219"
,,,,,,"197.982","699.3611","3.29926"
,,,,,,"197.984","699.3611","3.299292"
,,,,,,"197.986","699.4088","3.299323"
,,,,,,"197.988","699.4088","3.299354"
,,,,,,"197.99","699.4088","3.299385"
,,,,,,"197.992","699.4088","3.299427"
,,,,,,"197.994","699.4088","3.299458"
,,,,,,"197.996","699.4088","3.299489"
,,,,,,"197.998","699.4407","3.299521"
,,,,,,"198","699.4407","3.299552"
,,,,,,"198.002","699.4407","3.299583"
,,,,,,"198.004","699.4407","3.299614"
,,,,,,"198.006","699.4407","3.299656"
,,,,,,"198.008","699.4883","3.299687"
,,,,,,"198.01","699.4883","3.299719"
,,,,,,"198.012","699.4883","3.29975"
,,,,,,"198.014","699.4883","3.299781"
,,,,,,"198.016","699.4883","3.299823"
,,,,,,"198.018","699.4883","3.299854"
,,,,,,"198.02","699.5201","3.299885"
,,,,,,"198.022","699.5201","3.299917"
,,,,,,"198.024","699.5201","3.299948"
,,,,,,"198.026","699.5201","3.299989"
,,,,,,"198.028","699.5201","3.300021"
,,,,,,"198.03","699.5678","3.300052"
,,,,,,"198.032","699.5678","3.300083"
,,,,,,"198.034","699.5678","3.300115"
,,,,,,"198.036","699.5678","3.300156"
,,,,,,"198.038","699.5678","3.300187"
,,,,,,"198.04","699.5995","3.300219"
,,,,,,"198.042","699.5995","3.30025"
,,,,,,"198.044","699.5995","3.300281"
,,,,,,"198.046","699.5995","3.300313"
,,,,,,"198.048","699.5995","3.300344"
,,,,,,"198.05","699.5995","3.300385"
,,,,,,"198.052","699.6473","3.300417"
,,,,,,"198.054","699.6473","3.300448"
,,,,,,"198.056","699.6473","3.300479"
,,,,,,"198.058","699.6473","3.300521"
,,,,,,"198.06","699.6473","3.300552"
,,,,,,"198.062","699.6791","3.300583"
,,,,,,"198.064","699.6791","3.300615"
,,,,,,"198.066","699.6791","3.300646"
,,,,,,"198.068","699.6791","3.300688"
,,,,,,"198.07","699.6791","3.300719"
,,,,,,"198.072","699.7267","3.30075"
,,,,,,"198.074","699.7267","3.300781"
,,,,,,"198.076","699.7267","3.300812"
,,,,,,"198.078","699.7267","3.300854"
,,,,,,"198.08","699.7267","3.300885"
,,,,,,"198.082","699.7267","3.300917"
,,,,,,"198.084","699.7585","3.300948"
,,,,,,"198.086","699.7585","3.300979"
,,,,,,"198.088","699.7585","3.301021"
,,,,,,"198.09","699.7585","3.301052"
,,,,,,"198.092","699.7585","3.301083"
,,,,,,"198.094","699.7744","3.301115"
,,,,,,"198.096","699.8062","3.301146"
,,,,,,"198.098","699.8062","3.301188"
,,,,,,"198.1","699.8062","3.301219"
,,,,,,"198.102","699.8062","3.30125"
,,,,,,"198.104","699.8062","3.301281"
,,,,,,"198.106","699.838","3.301312"
,,,,,,"198.108","699.838","3.301344"
,,,,,,"198.11","699.838","3.301385"
,,,,,,"198.112","699.838","3.301417"
,,,,,,"198.114","699.838","3.301448"
,,,,,,"198.116","699.838","3.301479"
,,,,,,"198.118","699.8857","3.30151"
,,,,,,"198.12","699.8857","3.301552"
,,,,,,"198.122","699.8857","3.301583"
,,,,,,"198.124","699.8857","3.301615"
,,,,,,"198.126","699.8857","3.301646"
,,,,,,"198.128","699.8857","3.301677"
,,,,,,"198.13","699.9175","3.301719"
,,,,,,"198.132","699.9175","3.30175"
,,,,,,"198.134","699.9175","3.301781"
,,,,,,"198.136","699.9175","3.301812"
,,,,,,"198.138","699.9175","3.301844"
,,,,,,"198.14","699.9651","3.301885"
,,,,,,"198.142","699.9651","3.301917"
,,,,,,"198.144","699.9651","3.301948"
,,,,,,"198.146","699.9651","3.301979"
,,,,,,"198.148","699.9651","3.30201"
,,,,,,"198.15","699.981","3.302052"
,,,,,,"198.152","699.9969","3.302083"
,,,,,,"198.154","699.9969","3.302114"
,,,,,,"198.156","699.9969","3.302146"
,,,,,,"198.158","699.9969","3.302177"
,,,,,,"198.16","700.0446","3.302219"
,,,,,,"198.162","700.0446","3.30225"
,,,,,,"198.164","700.0446","3.302281"
,,,,,,"198.166","700.0446","3.302312"
,,,,,,"198.168","700.0446","3.302344"
,,,,,,"198.17","700.0446","3.302385"
,,,,,,"198.172","700.0764","3.302417"
,,,,,,"198.174","700.0764","3.302448"
,,,,,,"198.176","700.0764","3.302479"
,,,,,,"198.178","700.0764","3.30251"
,,,,,,"198.18","700.0764","3.302552"
,,,,,,"198.182","700.0764","3.302583"
,,,,,,"198.184","700.1241","3.302614"
,,,,,,"198.186","700.1241","3.302646"
,,,,,,"198.188","700.1241","3.302677"
,,,,,,"198.19","700.1241","3.302708"
,,,,,,"198.192","700.1241","3.30274"
,,,,,,"198.194","700.1241","3.302781"
,,,,,,"198.196","700.1241","3.302813"
,,,,,,"198.198","700.1559","3.302844"
,,,,,,"198.2","700.1559","3.302875"
,,,,,,"198.202","700.1559","3.302906"
,,,,,,"198.204","700.1559","3.302948"
,,,,,,"198.206","700.1559","3.302979"
,,,,,,"198.208","700.1559","3.30301"
,,,,,,"198.21","700.2036","3.303042"
,,,,,,"198.212","700.2036","3.303073"
,,,,,,"198.214","700.2036","3.303104"
,,,,,,"198.216","700.2036","3.303146"
,,,,,,"198.218","700.2036","3.303177"
,,,,,,"198.22","700.2036","3.303208"
,,,,,,"198.222","700.2195","3.30324"
,,,,,,"198.224","700.2354","3.303271"
,,,,,,"198.226","700.2354","3.303302"
,,,,,,"198.228","700.2354","3.303344"
,,,,,,"198.23","700.2354","3.303375"
,,,,,,"198.232","700.2354","3.303406"
,,,,,,"198.234","700.2831","3.303437"
,,,,,,"198.236","700.2831","3.303469"
,,,,,,"198.238","700.2831","3.30351"
,,,,,,"198.24","700.2831","3.303542"
,,,,,,"198.242","700.2831","3.303573"
,,,,,,"198.244","700.2831","3.303604"
,,,,,,"198.246","700.3148","3.303635"
,,,,,,"198.248","700.3148","3.303677"
,,,,,,"198.25","700.3148","3.303708"
,,,,,,"198.252","700.3148","3.30374"
,,,,,,"198.254","700.3148","3.303771"
,,,,,,"198.256","700.3148","3.303802"
,,,,,,"198.258","700.3625","3.303844"
,,,,,,"198.26","700.3625","3.303875"
,,,,,,"198.262","700.3625","3.303906"
,,,,,,"198.264","700.3625","3.303937"
,,,,,,"198.266","700.3625","3.303969"
,,,,,,"198.268","700.3625","3.30401"
,,,,,,"198.27","700.3943","3.304042"
,,,,,,"198.272","700.3943","3.304073"
,,,,,,"198.274","700.3943","3.304104"
,,,,,,"198.276","700.3943","3.304135"
,,,,,,"198.278","700.3943","3.304167"
,,,,,,"198.28","700.442","3.304208"
,,,,,,"198.282","700.442","3.30424"
,,,,,,"198.284","700.442","3.304271"
,,,,,,"198.286","700.442","3.304302"
,,,,,,"198.288","700.442","3.304333"
,,,,,,"198.29","700.442","3.304364"
,,,,,,"198.292","700.4738","3.304406"
,,,,,,"198.294","700.4738","3.304437"
,,,,,,"198.296","700.4738","3.304469"
,,,,,,"198.298","700.4738","3.30451"
,,,,,,"198.3","700.4738","3.304542"
,,,,,,"198.302","700.4897","3.304573"
,,,,,,"198.304","700.5215","3.304604"
,,,,,,"198.306","700.5215","3.304635"
,,,,,,"198.308","700.5215","3.304677"
,,,,,,"198.31","700.5215","3.304708"
,,,,,,"198.312","700.5532","3.304739"
,,,,,,"198.314","700.5532","3.304771"
,,,,,,"198.316","700.5532","3.304802"
,,,,,,"198.318","700.5532","3.304844"
,,,,,,"198.32","700.5532","3.304875"
,,,,,,"198.322","700.5532","3.304906"
,,,,,,"198.324","700.601","3.304948"
,,,,,,"198.326","700.601","3.304979"
,,,,,,"198.328","700.601","3.30501"
,,,,,,"198.33","700.601","3.305042"
,,,,,,"198.332","700.601","3.305073"
,,,,,,"198.334","700.601","3.305104"
,,,,,,"198.336","700.6328","3.305135"
,,,,,,"198.338","700.6328","3.305177"
,,,,,,"198.34","700.6328","3.305208"
,,,,,,"198.342","700.6328","3.305239"
,,,,,,"198.344","700.6328","3.305281"
,,,,,,"198.346","700.6328","3.305312"
,,,,,,"198.348","700.6328","3.305344"
,,,,,,"198.35","700.6804","3.305375"
,,,,,,"198.352","700.6804","3.305406"
,,,,,,"198.354","700.6804","3.305448"
,,,,,,"198.356","700.6804","3.305479"
,,,,,,"198.358","700.6804","3.30551"
,,,,,,"198.36","700.6804","3.305552"
,,,,,,"198.362","700.6804","3.305583"
,,,,,,"198.364","700.7122","3.305614"
,,,,,,"198.366","700.7122","3.305646"
,,,,,,"198.368","700.7122","3.305677"
,,,,,,"198.37","700.7122","3.305719"
,,,,,,"198.372","700.7122","3.30575"
,,,,,,"198.374","700.7122","3.305781"
,,,,,,"198.376","700.7599","3.305812"
,,,,,,"198.378","700.7599","3.305844"
,,,,,,"198.38","700.7599","3.305885"
,,,,,,"198.382","700.7599","3.305917"
,,,,,,"198.384","700.7599","3.305948"
,,,,,,"198.386","700.7599","3.305979"
,,,,,,"198.388","700.7917","3.30601"
,,,,,,"198.39","700.7917","3.306052"
,,,,,,"198.392","700.7917","3.306083"
,,,,,,"198.394","700.7917","3.306114"
,,,,,,"198.396","700.7917","3.306146"
,,,,,,"198.398","700.7917","3.306177"
,,,,,,"198.4","700.8394","3.306219"
,,,,,,"198.402","700.8394","3.30625"
,,,,,,"198.404","700.8394","3.306281"
,,,,,,"198.406","700.8394","3.306313"
,,,,,,"198.408","700.8394","3.306354"
,,,,,,"198.41","700.8394","3.306385"
,,,,,,"198.412","700.8712","3.306417"
,,,,,,"198.414","700.8712","3.306448"
,,,,,,"198.416","700.8712","3.306489"
,,,,,,"198.418","700.8712","3.306521"
,,,,,,"198.42","700.8712","3.306552"
,,,,,,"198.422","700.887","3.306583"
,,,,,,"198.424","700.9188","3.306615"
,,,,,,"198.426","700.9188","3.306656"
,,,,,,"198.428","700.9188","3.306687"
,,,,,,"198.43","700.9188","3.306719"
,,,,,,"198.432","700.9188","3.30675"
,,,,,,"198.434","700.9188","3.306781"
,,,,,,"198.436","700.9506","3.306823"
,,,,,,"198.438","700.9506","3.306854"
,,,,,,"198.44","700.9506","3.306885"
,,,,,,"198.442","700.9506","3.306927"
,,,,,,"198.444","700.9506","3.306958"
,,,,,,"198.446","700.9666","3.306989"
,,,,,,"198.448","700.9983","3.307021"
,,,,,,"198.45","700.9983","3.307052"
,,,,,,"198.452","700.9983","3.307083"
,,,,,,"198.454","700.9983","3.307115"
,,,,,,"198.456","700.9983","3.307156"
,,,,,,"198.458","701.0301","3.307188"
,,,,,,"198.46","701.0301","3.307219"
,,,,,,"198.462","701.0301","3.30725"
,,,,,,"198.464","701.0301","3.307281"
,,,,,,"198.466","701.0301","3.307323"
,,,,,,"198.468","701.0301","3.307354"
,,,,,,"198.47","701.0778","3.307385"
,,,,,,"198.472","701.0778","3.307417"
,,,,,,"198.474","701.0778","3.307448"
,,,,,,"198.476","701.0778","3.30749"
,,,,,,"198.478","701.0937","3.307521"
,,,,,,"198.48","701.1096","3.307552"
,,,,,,"198.482","701.1096","3.307594"
,,,,,,"198.484","701.1096","3.307625"
,,,,,,"198.486","701.1096","3.307656"
,,,,,,"198.488","701.1096","3.307688"
,,,,,,"198.49","701.1573","3.307719"
,,,,,,"198.492","701.1573","3.30775"
,,,,,,"198.494","701.1573","3.307781"
,,,,,,"198.496","701.1573","3.307823"
,,,,,,"198.498","701.1573","3.307854"
,,,,,,"198.5","701.189","3.307885"
,,,,,,"198.502","701.189","3.307917"
,,,,,,"198.504","701.189","3.307948"
,,,,,,"198.506","701.189","3.30799"
,,,,,,"198.508","701.189","3.308021"
,,,,,,"198.51","701.205","3.308052"
,,,,,,"198.512","701.2367","3.308083"
,,,,,,"198.514","701.2367","3.308125"
,,,,,,"198.516","701.2367","3.308156"
,,,,,,"198.518","701.2367","3.308187"
,,,,,,"198.52","701.2367","3.308219"
,,,,,,"198.522","701.2685","3.30825"
,,,,,,"198.524","701.2685","3.308281"
,,,,,,"198.526","701.2685","3.308323"
,,,,,,"198.528","701.2685","3.308354"
,,,,,,"198.53","701.2685","3.308385"
,,,,,,"198.532","701.2685","3.308417"
,,,,,,"198.534","701.3162","3.308448"
,,,,,,"198.536","701.3162","3.30849"
,,,,,,"198.538","701.3162","3.308521"
,,,,,,"198.54","701.3162","3.308552"
,,,,,,"198.542","701.3162","3.308583"
,,,,,,"198.544","701.348","3.308625"
,,,,,,"198.546","701.348","3.308656"
,,,,,,"198.548","701.348","3.308687"
,,,,,,"198.55","701.348","3.308719"
,,,,,,"198.552","701.348","3.30875"
,,,,,,"198.554","701.348","3.308781"
,,,,,,"198.556","701.3957","3.308823"
,,,,,,"198.558","701.3957","3.308854"
,,,,,,"198.56","701.3957","3.308885"
