"BioCeramic",,,"Coralline",,,"MedPor",,
"Time","Force","Stroke","Time","Force","Stroke","Time","Force","Stroke"
"sec","N","mm","sec","N","mm","sec","N","mm"
,,,,,,"231.656","813.3253","3.8605"
,,,,,,"231.658","813.3253","3.860531"
,,,,,,"231.66","813.3411","3.860563"
,,,,,,"231.662","813.3729","3.860594"
,,,,,,"231.664","813.3729","3.860635"
,,,,,,"231.666","813.3729","3.860667"
,,,,,,"231.668","813.3729","3.860698"
,,,,,,"231.67","813.3729","3.860729"
,,,,,,"231.672","813.3729","3.86076"
,,,,,,"231.674","813.4047","3.860792"
,,,,,,"231.676","813.4047","3.860823"
,,,,,,"231.678","813.4047","3.860865"
,,,,,,"231.68","813.4047","3.860896"
,,,,,,"231.682","813.4047","3.860927"
,,,,,,"231.684","813.4206","3.860958"
,,,,,,"231.686","813.4524","3.86099"
,,,,,,"231.688","813.4524","3.861031"
,,,,,,"231.69","813.4524","3.861063"
,,,,,,"231.692","813.4524","3.861094"
,,,,,,"231.694","813.4524","3.861125"
,,,,,,"231.696","813.4524","3.861156"
,,,,,,"231.698","813.4842","3.861198"
,,,,,,"231.7","813.4842","3.861229"
,,,,,,"231.702","813.4842","3.86126"
,,,,,,"231.704","813.4842","3.861292"
,,,,,,"231.706","813.4842","3.861323"
,,,,,,"231.708","813.4842","3.861354"
,,,,,,"231.71","813.516","3.861396"
,,,,,,"231.712","813.5319","3.861427"
,,,,,,"231.714","813.5319","3.861458"
,,,,,,"231.716","813.5319","3.86149"
,,,,,,"231.718","813.5319","3.861521"
,,,,,,"231.72","813.5319","3.861552"
,,,,,,"231.722","813.5319","3.861594"
,,,,,,"231.724","813.5637","3.861625"
,,,,,,"231.726","813.5637","3.861656"
,,,,,,"231.728","813.5637","3.861687"
,,,,,,"231.73","813.5637","3.861719"
,,,,,,"231.732","813.5637","3.86176"
,,,,,,"231.734","813.5955","3.861792"
,,,,,,"231.736","813.6113","3.861823"
,,,,,,"231.738","813.6113","3.861854"
,,,,,,"231.74","813.6113","3.861885"
,,,,,,"231.742","813.6113","3.861927"
,,,,,,"231.744","813.6113","3.861958"
,,,,,,"231.746","813.6113","3.861989"
,,,,,,"231.748","813.6431","3.862021"
,,,,,,"231.75","813.6431","3.862052"
,,,,,,"231.752","813.6431","3.862094"
,,,,,,"231.754","813.6431","3.862125"
,,,,,,"231.756","813.6431","3.862156"
,,,,,,"231.758","813.6431","3.862187"
,,,,,,"231.76","813.6909","3.862219"
,,,,,,"231.762","813.6909","3.86225"
,,,,,,"231.764","813.6909","3.862281"
,,,,,,"231.766","813.6909","3.862323"
,,,,,,"231.768","813.6909","3.862354"
,,,,,,"231.77","813.6909","3.862385"
,,,,,,"231.772","813.7226","3.862417"
,,,,,,"231.774","813.7226","3.862448"
,,,,,,"231.776","813.7226","3.862489"
,,,,,,"231.778","813.7226","3.862521"
,,,,,,"231.78","813.7226","3.862552"
,,,,,,"231.782","813.7226","3.862583"
,,,,,,"231.784","813.7703","3.862615"
,,,,,,"231.786","813.7703","3.862646"
,,,,,,"231.788","813.7703","3.862677"
,,,,,,"231.79","813.7703","3.862719"
,,,,,,"231.792","813.7703","3.86275"
,,,,,,"231.794","813.7703","3.862781"
,,,,,,"231.796","813.7703","3.862813"
,,,,,,"231.798","813.8021","3.862854"
,,,,,,"231.8","813.8021","3.862885"
,,,,,,"231.802","813.8021","3.862917"
,,,,,,"231.804","813.8021","3.862948"
,,,,,,"231.806","813.8021","3.862979"
,,,,,,"231.808","813.8021","3.863021"
,,,,,,"231.81","813.8497","3.863052"
,,,,,,"231.812","813.8497","3.863083"
,,,,,,"231.814","813.8497","3.863115"
,,,,,,"231.816","813.8497","3.863146"
,,,,,,"231.818","813.8497","3.863188"
,,,,,,"231.82","813.8497","3.863219"
,,,,,,"231.822","813.8497","3.86325"
,,,,,,"231.824","813.8816","3.863281"
,,,,,,"231.826","813.8816","3.863312"
,,,,,,"231.828","813.8816","3.863344"
,,,,,,"231.83","813.8816","3.863385"
,,,,,,"231.832","813.8816","3.863417"
,,,,,,"231.834","813.8816","3.863448"
,,,,,,"231.836","813.8975","3.863479"
,,,,,,"231.838","813.9293","3.86351"
,,,,,,"231.84","813.9293","3.863552"
,,,,,,"231.842","813.9293","3.863573"
,,,,,,"231.844","813.9293","3.863615"
,,,,,,"231.846","813.9293","3.863646"
,,,,,,"231.848","813.9293","3.863677"
,,,,,,"231.85","813.9611","3.863708"
,,,,,,"231.852","813.9611","3.863739"
,,,,,,"231.854","813.9611","3.863781"
,,,,,,"231.856","813.9611","3.863812"
,,,,,,"231.858","813.9611","3.863844"
,,,,,,"231.86","813.9611","3.863875"
,,,,,,"231.862","813.9928","3.863917"
,,,,,,"231.864","814.0087","3.863948"
,,,,,,"231.866","814.0087","3.863979"
,,,,,,"231.868","814.0087","3.86401"
,,,,,,"231.87","814.0087","3.864052"
,,,,,,"231.872","814.0087","3.864083"
,,,,,,"231.874","814.0087","3.864115"
,,,,,,"231.876","814.0405","3.864146"
,,,,,,"231.878","814.0405","3.864177"
,,,,,,"231.88","814.0405","3.864219"
,,,,,,"231.882","814.0405","3.86425"
,,,,,,"231.884","814.0405","3.864281"
,,,,,,"231.886","814.0405","3.864312"
,,,,,,"231.888","814.0882","3.864344"
,,,,,,"231.89","814.0882","3.864385"
,,,,,,"231.892","814.0882","3.864417"
,,,,,,"231.894","814.0882","3.864448"
,,,,,,"231.896","814.0882","3.864479"
,,,,,,"231.898","814.0882","3.86451"
,,,,,,"231.9","814.0882","3.864542"
,,,,,,"231.902","814.12","3.864573"
,,,,,,"231.904","814.12","3.864614"
,,,,,,"231.906","814.12","3.864646"
,,,,,,"231.908","814.12","3.864677"
,,,,,,"231.91","814.12","3.864708"
,,,,,,"231.912","814.12","3.86474"
,,,,,,"231.914","814.1677","3.864781"
,,,,,,"231.916","814.1677","3.864812"
,,,,,,"231.918","814.1677","3.864844"
,,,,,,"231.92","814.1677","3.864875"
,,,,,,"231.922","814.1677","3.864906"
,,,,,,"231.924","814.1677","3.864948"
,,,,,,"231.926","814.1835","3.864979"
,,,,,,"231.928","814.1995","3.86501"
,,,,,,"231.93","814.1995","3.865042"
,,,,,,"231.932","814.1995","3.865073"
,,,,,,"231.934","814.1995","3.865114"
,,,,,,"231.936","814.1995","3.865146"
,,,,,,"231.938","814.1995","3.865177"
,,,,,,"231.94","814.2471","3.865208"
,,,,,,"231.942","814.2471","3.86524"
,,,,,,"231.944","814.2471","3.865271"
,,,,,,"231.946","814.2471","3.865302"
,,,,,,"231.948","814.2471","3.865344"
,,,,,,"231.95","814.2631","3.865375"
,,,,,,"231.952","814.2789","3.865406"
,,,,,,"231.954","814.2789","3.865438"
,,,,,,"231.956","814.2789","3.865479"
,,,,,,"231.958","814.2789","3.86551"
,,,,,,"231.96","814.2789","3.865542"
,,,,,,"231.962","814.2789","3.865573"
,,,,,,"231.964","814.3266","3.865604"
,,,,,,"231.966","814.3266","3.865635"
,,,,,,"231.968","814.3266","3.865677"
,,,,,,"231.97","814.3266","3.865708"
,,,,,,"231.972","814.3266","3.86574"
,,,,,,"231.974","814.3266","3.865771"
,,,,,,"231.976","814.3584","3.865802"
,,,,,,"231.978","814.3584","3.865844"
,,,,,,"231.98","814.3584","3.865875"
,,,,,,"231.982","814.3584","3.865906"
,,,,,,"231.984","814.3584","3.865937"
,,,,,,"231.986","814.3584","3.865969"
,,,,,,"231.988","814.3584","3.86601"
,,,,,,"231.99","814.3902","3.866042"
,,,,,,"231.992","814.4061","3.866073"
,,,,,,"231.994","814.4061","3.866104"
,,,,,,"231.996","814.4061","3.866135"
,,,,,,"231.998","814.4061","3.866177"
,,,,,,"232","814.4061","3.866208"
,,,,,,"232.002","814.4061","3.86624"
,,,,,,"232.004","814.4379","3.866271"
,,,,,,"232.006","814.4379","3.866302"
,,,,,,"232.008","814.4379","3.866344"
,,,,,,"232.01","814.4379","3.866375"
,,,,,,"232.012","814.4379","3.866406"
,,,,,,"232.014","814.4379","3.866437"
,,,,,,"232.016","814.4855","3.866469"
,,,,,,"232.018","814.4855","3.8665"
,,,,,,"232.02","814.4855","3.866531"
,,,,,,"232.022","814.4855","3.866573"
,,,,,,"232.024","814.4855","3.866604"
,,,,,,"232.026","814.4855","3.866635"
,,,,,,"232.028","814.5173","3.866667"
,,,,,,"232.03","814.5173","3.866698"
,,,,,,"232.032","814.5173","3.86674"
,,,,,,"232.034","814.5173","3.866771"
,,,,,,"232.036","814.5173","3.866802"
,,,,,,"232.038","814.5173","3.866833"
,,,,,,"232.04","814.565","3.866875"
,,,,,,"232.042","814.565","3.866906"
,,,,,,"232.044","814.565","3.866937"
,,,,,,"232.046","814.565","3.866969"
,,,,,,"232.048","814.565","3.86701"
,,,,,,"232.05","814.565","3.867042"
,,,,,,"232.052","814.565","3.867073"
,,,,,,"232.054","814.5809","3.867104"
,,,,,,"232.056","814.5968","3.867135"
,,,,,,"232.058","814.5968","3.867177"
,,,,,,"232.06","814.5968","3.867208"
,,,,,,"232.062","814.5968","3.867239"
,,,,,,"232.064","814.5968","3.867271"
,,,,,,"232.066","814.5968","3.867302"
,,,,,,"232.068","814.6127","3.867344"
,,,,,,"232.07","814.6445","3.867375"
,,,,,,"232.072","814.6445","3.867406"
,,,,,,"232.074","814.6445","3.867437"
,,,,,,"232.076","814.6445","3.867469"
,,,,,,"232.078","814.6445","3.86751"
,,,,,,"232.08","814.6445","3.867542"
,,,,,,"232.082","814.6445","3.867573"
,,,,,,"232.084","814.6763","3.867604"
,,,,,,"232.086","814.6763","3.867635"
,,,,,,"232.088","814.6763","3.867677"
,,,,,,"232.09","814.6763","3.867708"
,,,,,,"232.092","814.6763","3.867739"
,,,,,,"232.094","814.6763","3.867771"
,,,,,,"232.096","814.6763","3.867812"
,,,,,,"232.098","814.724","3.867844"
,,,,,,"232.1","814.724","3.867875"
,,,,,,"232.102","814.724","3.867906"
,,,,,,"232.104","814.724","3.867948"
,,,,,,"232.106","814.724","3.867979"
,,,,,,"232.108","814.724","3.86801"
,,,,,,"232.11","814.7399","3.868042"
,,,,,,"232.112","814.7557","3.868073"
,,,,,,"232.114","814.7557","3.868104"
,,,,,,"232.116","814.7557","3.868146"
,,,,,,"232.118","814.7557","3.868177"
,,,,,,"232.12","814.7557","3.868208"
,,,,,,"232.122","814.7557","3.86824"
,,,,,,"232.124","814.8034","3.868281"
,,,,,,"232.126","814.8034","3.868312"
,,,,,,"232.128","814.8034","3.868344"
,,,,,,"232.13","814.8034","3.868375"
,,,,,,"232.132","814.8034","3.868406"
,,,,,,"232.134","814.8034","3.868448"
,,,,,,"232.136","814.8353","3.868479"
,,,,,,"232.138","814.8353","3.86851"
,,,,,,"232.14","814.8353","3.868542"
,,,,,,"232.142","814.8353","3.868583"
,,,,,,"232.144","814.8353","3.868614"
,,,,,,"232.146","814.8353","3.868646"
,,,,,,"232.148","814.8829","3.868677"
,,,,,,"232.15","814.8829","3.868719"
,,,,,,"232.152","814.8829","3.86875"
,,,,,,"232.154","814.8829","3.868781"
,,,,,,"232.156","814.8829","3.868813"
,,,,,,"232.158","814.8988","3.868854"
,,,,,,"232.16","814.9147","3.868885"
,,,,,,"232.162","814.9147","3.868917"
,,,,,,"232.164","814.9147","3.868948"
,,,,,,"232.166","814.9147","3.868989"
,,,,,,"232.168","814.9147","3.869021"
,,,,,,"232.17","814.9624","3.869052"
,,,,,,"232.172","814.9624","3.869083"
,,,,,,"232.174","814.9624","3.869115"
,,,,,,"232.176","814.9624","3.869156"
,,,,,,"232.178","814.9624","3.869187"
,,,,,,"232.18","814.9624","3.869219"
,,,,,,"232.182","814.9783","3.86925"
,,,,,,"232.184","814.9941","3.869281"
,,,,,,"232.186","814.9941","3.869323"
,,,,,,"232.188","814.9941","3.869354"
,,,,,,"232.19","814.9941","3.869385"
,,,,,,"232.192","814.9941","3.869417"
,,,,,,"232.194","815.0419","3.869458"
,,,,,,"232.196","815.0419","3.869489"
,,,,,,"232.198","815.0419","3.869521"
,,,,,,"232.2","815.0419","3.869552"
,,,,,,"232.202","815.0419","3.869594"
,,,,,,"232.204","815.0419","3.869625"
,,,,,,"232.206","815.0577","3.869656"
,,,,,,"232.208","815.0737","3.869688"
,,,,,,"232.21","815.0737","3.869719"
,,,,,,"232.212","815.0737","3.86976"
,,,,,,"232.214","815.0737","3.869792"
,,,,,,"232.216","815.0737","3.869823"
,,,,,,"232.218","815.1213","3.869854"
,,,,,,"232.22","815.1213","3.869885"
,,,,,,"232.222","815.1213","3.869927"
,,,,,,"232.224","815.1213","3.869958"
,,,,,,"232.226","815.1213","3.86999"
,,,,,,"232.228","815.1213","3.870021"
,,,,,,"232.23","815.1372","3.870052"
,,,,,,"232.232","815.1531","3.870094"
,,,,,,"232.234","815.1531","3.870125"
,,,,,,"232.236","815.1531","3.870156"
,,,,,,"232.238","815.1531","3.870188"
,,,,,,"232.24","815.1531","3.870219"
,,,,,,"232.242","815.1531","3.87026"
,,,,,,"232.244","815.2008","3.870292"
,,,,,,"232.246","815.2008","3.870323"
,,,,,,"232.248","815.2008","3.870354"
,,,,,,"232.25","815.2008","3.870385"
,,,,,,"232.252","815.2008","3.870427"
,,,,,,"232.254","815.2008","3.870458"
,,,,,,"232.256","815.2326","3.87049"
,,,,,,"232.258","815.2326","3.870521"
,,,,,,"232.26","815.2326","3.870552"
,,,,,,"232.262","815.2326","3.870594"
,,,,,,"232.264","815.2326","3.870615"
,,,,,,"232.266","815.2326","3.870656"
,,,,,,"232.268","815.2485","3.870687"
,,,,,,"232.27","815.2803","3.870719"
,,,,,,"232.272","815.2803","3.87075"
,,,,,,"232.274","815.2803","3.870781"
,,,,,,"232.276","815.2803","3.870823"
,,,,,,"232.278","815.2803","3.870854"
,,,,,,"232.28","815.2803","3.870885"
,,,,,,"232.282","815.2803","3.870917"
,,,,,,"232.284","815.3121","3.870948"
,,,,,,"232.286","815.3121","3.87099"
,,,,,,"232.288","815.3121","3.871021"
,,,,,,"232.29","815.3121","3.871052"
,,,,,,"232.292","815.3121","3.871083"
,,,,,,"232.294","815.3121","3.871114"
,,,,,,"232.296","815.3121","3.871156"
,,,,,,"232.298","815.3597","3.871187"
,,,,,,"232.3","815.3597","3.871219"
,,,,,,"232.302","815.3597","3.87125"
,,,,,,"232.304","815.3597","3.871281"
,,,,,,"232.306","815.3597","3.871312"
,,,,,,"232.308","815.3597","3.871344"
,,,,,,"232.31","815.3597","3.871385"
,,,,,,"232.312","815.3915","3.871417"
,,,,,,"232.314","815.3915","3.871448"
,,,,,,"232.316","815.3915","3.871479"
,,,,,,"232.318","815.3915","3.87151"
,,,,,,"232.32","815.3915","3.871552"
,,,,,,"232.322","815.3915","3.871583"
,,,,,,"232.324","815.3915","3.871614"
,,,,,,"232.326","815.4233","3.871646"
,,,,,,"232.328","815.4392","3.871677"
,,,,,,"232.33","815.4392","3.871719"
,,,,,,"232.332","815.4392","3.87175"
,,,,,,"232.334","815.4392","3.871781"
,,,,,,"232.336","815.4392","3.871812"
,,,,,,"232.338","815.4392","3.871844"
,,,,,,"232.34","815.471","3.871875"
,,,,,,"232.342","815.471","3.871906"
,,,,,,"232.344","815.471","3.871948"
,,,,,,"232.346","815.471","3.871979"
,,,,,,"232.348","815.471","3.87201"
,,,,,,"232.35","815.471","3.872042"
,,,,,,"232.352","815.5187","3.872073"
,,,,,,"232.354","815.5187","3.872115"
,,,,,,"232.356","815.5187","3.872146"
,,,,,,"232.358","815.5187","3.872177"
,,,,,,"232.36","815.5187","3.872208"
,,,,,,"232.362","815.5187","3.87224"
,,,,,,"232.364","815.5187","3.872281"
,,,,,,"232.366","815.5505","3.872313"
,,,,,,"232.368","815.5505","3.872344"
,,,,,,"232.37","815.5505","3.872375"
,,,,,,"232.372","815.5505","3.872406"
,,,,,,"232.374","815.5505","3.872437"
,,,,,,"232.376","815.5505","3.872479"
,,,,,,"232.378","815.5982","3.87251"
,,,,,,"232.38","815.5982","3.872542"
,,,,,,"232.382","815.5982","3.872573"
,,,,,,"232.384","815.5982","3.872604"
,,,,,,"232.386","815.5982","3.872646"
,,,,,,"232.388","815.5982","3.872677"
,,,,,,"232.39","815.6141","3.872708"
,,,,,,"232.392","815.6299","3.87274"
,,,,,,"232.394","815.6299","3.872771"
,,,,,,"232.396","815.6299","3.872802"
,,,,,,"232.398","815.6299","3.872844"
,,,,,,"232.4","815.6299","3.872875"
,,,,,,"232.402","815.6299","3.872906"
,,,,,,"232.404","815.6459","3.872937"
,,,,,,"232.406","815.6776","3.872969"
,,,,,,"232.408","815.6776","3.87301"
,,,,,,"232.41","815.6776","3.873042"
,,,,,,"232.412","815.6776","3.873073"
,,,,,,"232.414","815.6776","3.873104"
,,,,,,"232.416","815.6776","3.873135"
,,,,,,"232.418","815.7094","3.873177"
,,,,,,"232.42","815.7094","3.873208"
,,,,,,"232.422","815.7094","3.87324"
,,,,,,"232.424","815.7094","3.873271"
,,,,,,"232.426","815.7094","3.873302"
,,,,,,"232.428","815.7253","3.873344"
,,,,,,"232.43","815.7571","3.873364"
,,,,,,"232.432","815.7571","3.873406"
,,,,,,"232.434","815.7571","3.873437"
,,,,,,"232.436","815.7571","3.873469"
,,,,,,"232.438","815.7571","3.87351"
,,,,,,"232.44","815.7571","3.873531"
,,,,,,"232.442","815.7889","3.873573"
,,,,,,"232.444","815.7889","3.873604"
,,,,,,"232.446","815.7889","3.873635"
,,,,,,"232.448","815.7889","3.873677"
,,,,,,"232.45","815.7889","3.873708"
,,,,,,"232.452","815.7889","3.873739"
,,,,,,"232.454","815.7889","3.873771"
,,,,,,"232.456","815.8366","3.873802"
,,,,,,"232.458","815.8366","3.873844"
,,,,,,"232.46","815.8366","3.873865"
,,,,,,"232.462","815.8366","3.873906"
,,,,,,"232.464","815.8366","3.873937"
,,,,,,"232.466","815.8366","3.873969"
,,,,,,"232.468","815.8366","3.87401"
,,,,,,"232.47","815.8684","3.874042"
,,,,,,"232.472","815.8684","3.874073"
,,,,,,"232.474","815.8684","3.874104"
,,,,,,"232.476","815.8684","3.874135"
,,,,,,"232.478","815.8684","3.874177"
,,,,,,"232.48","815.8684","3.874208"
,,,,,,"232.482","815.8684","3.874239"
,,,,,,"232.484","815.9161","3.874271"
,,,,,,"232.486","815.9161","3.874302"
,,,,,,"232.488","815.9161","3.874344"
,,,,,,"232.49","815.9161","3.874375"
,,,,,,"232.492","815.9161","3.874406"
,,,,,,"232.494","815.9319","3.874438"
,,,,,,"232.496","815.9478","3.874469"
,,,,,,"232.498","815.9478","3.87451"
,,,,,,"232.5","815.9478","3.874542"
,,,,,,"232.502","815.9478","3.874573"
,,,,,,"232.504","815.9478","3.874604"
,,,,,,"232.506","815.9478","3.874646"
,,,,,,"232.508","815.9955","3.874677"
,,,,,,"232.51","815.9955","3.874708"
,,,,,,"232.512","815.9955","3.87474"
,,,,,,"232.514","815.9955","3.874781"
,,,,,,"232.516","815.9955","3.874812"
,,,,,,"232.518","816.0273","3.874844"
,,,,,,"232.52","816.0273","3.874875"
,,,,,,"232.522","816.0273","3.874906"
,,,,,,"232.524","816.0273","3.874948"
,,,,,,"232.526","816.0273","3.874979"
,,,,,,"232.528","816.0273","3.87501"
,,,,,,"232.53","816.075","3.875042"
,,,,,,"232.532","816.075","3.875073"
,,,,,,"232.534","816.075","3.875114"
,,,,,,"232.536","816.075","3.875146"
,,,,,,"232.538","816.075","3.875177"
,,,,,,"232.54","816.075","3.875208"
,,,,,,"232.542","816.1068","3.87524"
,,,,,,"232.544","816.1068","3.875281"
,,,,,,"232.546","816.1068","3.875313"
,,,,,,"232.548","816.1068","3.875344"
,,,,,,"232.55","816.1068","3.875375"
,,,,,,"232.552","816.1068","3.875406"
,,,,,,"232.554","816.1545","3.875437"
,,,,,,"232.556","816.1545","3.875479"
,,,,,,"232.558","816.1545","3.87551"
,,,,,,"232.56","816.1545","3.875542"
,,,,,,"232.562","816.1545","3.875573"
,,,,,,"232.564","816.1545","3.875604"
,,,,,,"232.566","816.1545","3.875635"
,,,,,,"232.568","816.1863","3.875677"
,,,,,,"232.57","816.1863","3.875708"
,,,,,,"232.572","816.1863","3.87574"
,,,,,,"232.574","816.1863","3.875771"
,,,,,,"232.576","816.1863","3.875802"
,,,,,,"232.578","816.1863","3.875844"
,,,,,,"232.58","816.2021","3.875875"
,,,,,,"232.582","816.2339","3.875906"
,,,,,,"232.584","816.2339","3.875937"
,,,,,,"232.586","816.2339","3.875979"
,,,,,,"232.588","816.2339","3.87601"
,,,,,,"232.59","816.2339","3.876042"
,,,,,,"232.592","816.2339","3.876073"
,,,,,,"232.594","816.2657","3.876104"
,,,,,,"232.596","816.2657","3.876146"
,,,,,,"232.598","816.2657","3.876177"
,,,,,,"232.6","816.2657","3.876208"
,,,,,,"232.602","816.2657","3.87624"
,,,,,,"232.604","816.2657","3.876271"
,,,,,,"232.606","816.2975","3.876312"
,,,,,,"232.608","816.3134","3.876344"
,,,,,,"232.61","816.3134","3.876375"
,,,,,,"232.612","816.3134","3.876406"
,,,,,,"232.614","816.3134","3.876437"
,,,,,,"232.616","816.3134","3.876479"
,,,,,,"232.618","816.3134","3.87651"
,,,,,,"232.62","816.3452","3.876542"
,,,,,,"232.622","816.3452","3.876573"
,,,,,,"232.624","816.3452","3.876604"
,,,,,,"232.626","816.3452","3.876646"
,,,,,,"232.628","816.3452","3.876677"
,,,,,,"232.63","816.377","3.876708"
,,,,,,"232.632","816.3929","3.87674"
,,,,,,"232.634","816.3929","3.876771"
,,,,,,"232.636","816.3929","3.876812"
,,,,,,"232.638","816.3929","3.876844"
,,,,,,"232.64","816.3929","3.876875"
,,,,,,"232.642","816.3929","3.876906"
,,,,,,"232.644","816.4247","3.876948"
,,,,,,"232.646","816.4247","3.876979"
,,,,,,"232.648","816.4247","3.87701"
,,,,,,"232.65","816.4247","3.877042"
,,,,,,"232.652","816.4247","3.877073"
,,,,,,"232.654","816.4247","3.877115"
,,,,,,"232.656","816.4247","3.877146"
,,,,,,"232.658","816.4724","3.877177"
,,,,,,"232.66","816.4724","3.877208"
,,,,,,"232.662","816.4724","3.877239"
,,,,,,"232.664","816.4724","3.877281"
,,,,,,"232.666","816.4724","3.877312"
,,,,,,"232.668","816.4724","3.877344"
,,,,,,"232.67","816.4883","3.877375"
,,,,,,"232.672","816.5042","3.877406"
,,,,,,"232.674","816.5042","3.877448"
,,,,,,"232.676","816.5042","3.877479"
,,,,,,"232.678","816.5042","3.87751"
,,,,,,"232.68","816.5042","3.877542"
,,,,,,"232.682","816.5519","3.877583"
,,,,,,"232.684","816.5519","3.877614"
,,,,,,"232.686","816.5519","3.877646"
,,,,,,"232.688","816.5519","3.877677"
,,,,,,"232.69","816.5519","3.877719"
,,,,,,"232.692","816.5519","3.87775"
,,,,,,"232.694","816.5677","3.877781"
,,,,,,"232.696","816.5836","3.877812"
,,,,,,"232.698","816.5836","3.877854"
,,,,,,"232.7","816.5836","3.877885"
,,,,,,"232.702","816.5836","3.877917"
,,,,,,"232.704","816.5836","3.877948"
,,,,,,"232.706","816.6313","3.87799"
,,,,,,"232.708","816.6313","3.878021"
,,,,,,"232.71","816.6313","3.878052"
,,,,,,"232.712","816.6313","3.878083"
,,,,,,"232.714","816.6313","3.878114"
,,,,,,"232.716","816.6313","3.878156"
,,,,,,"232.718","816.6631","3.878187"
,,,,,,"232.72","816.6631","3.878219"
,,,,,,"232.722","816.6631","3.87825"
,,,,,,"232.724","816.6631","3.878281"
,,,,,,"232.726","816.6631","3.878323"
,,,,,,"232.728","816.6631","3.878354"
,,,,,,"232.73","816.7108","3.878385"
,,,,,,"232.732","816.7108","3.878427"
,,,,,,"232.734","816.7108","3.878458"
,,,,,,"232.736","816.7108","3.878489"
,,,,,,"232.738","816.7108","3.878521"
,,,,,,"232.74","816.7108","3.878552"
,,,,,,"232.742","816.7267","3.878594"
,,,,,,"232.744","816.7426","3.878625"
,,,,,,"232.746","816.7426","3.878656"
,,,,,,"232.748","816.7426","3.878687"
,,,,,,"232.75","816.7426","3.878719"
,,,,,,"232.752","816.7426","3.87876"
,,,,,,"232.754","816.7426","3.878792"
,,,,,,"232.756","816.7903","3.878823"
,,,,,,"232.758","816.7903","3.878854"
,,,,,,"232.76","816.7903","3.878885"
,,,,,,"232.762","816.7903","3.878927"
,,,,,,"232.764","816.7903","3.878958"
,,,,,,"232.766","816.7903","3.878989"
,,,,,,"232.768","816.822","3.879021"
,,,,,,"232.77","816.822","3.879062"
,,,,,,"232.772","816.822","3.879094"
,,,,,,"232.774","816.822","3.879125"
,,,,,,"232.776","816.822","3.879156"
,,,,,,"232.778","816.822","3.879198"
,,,,,,"232.78","816.822","3.879229"
,,,,,,"232.782","816.8538","3.87926"
,,,,,,"232.784","816.8698","3.879292"
,,,,,,"232.786","816.8698","3.879323"
,,,,,,"232.788","816.8698","3.879364"
,,,,,,"232.79","816.8698","3.879396"
,,,,,,"232.792","816.8698","3.879427"
,,,,,,"232.794","816.8698","3.879458"
,,,,,,"232.796","816.9015","3.87949"
,,,,,,"232.798","816.9015","3.879531"
,,,,,,"232.8","816.9015","3.879562"
,,,,,,"232.802","816.9015","3.879594"
,,,,,,"232.804","816.9015","3.879635"
,,,,,,"232.806","816.9015","3.879667"
,,,,,,"232.808","816.9015","3.879698"
,,,,,,"232.81","816.9492","3.879729"
,,,,,,"232.812","816.9492","3.87976"
,,,,,,"232.814","816.9492","3.879802"
,,,,,,"232.816","816.9492","3.879833"
,,,,,,"232.818","816.9492","3.879864"
,,,,,,"232.82","816.9492","3.879896"
,,,,,,"232.822","816.9651","3.879927"
,,,,,,"232.824","816.981","3.879969"
,,,,,,"232.826","816.981","3.88"
,,,,,,"232.828","816.981","3.880031"
,,,,,,"232.83","816.981","3.880062"
,,,,,,"232.832","816.981","3.880094"
,,,,,,"232.834","816.981","3.880135"
,,,,,,"232.836","817.0287","3.880167"
,,,,,,"232.838","817.0287","3.880198"
,,,,,,"232.84","817.0287","3.880229"
,,,,,,"232.842","817.0287","3.88026"
,,,,,,"232.844","817.0287","3.880302"
,,,,,,"232.846","817.0287","3.880333"
,,,,,,"232.848","817.0287","3.880365"
,,,,,,"232.85","817.0605","3.880396"
,,,,,,"232.852","817.0605","3.880427"
,,,,,,"232.854","817.0605","3.880469"
,,,,,,"232.856","817.0605","3.8805"
,,,,,,"232.858","817.0605","3.880531"
,,,,,,"232.86","817.0605","3.880563"
,,,,,,"232.862","817.0605","3.880594"
,,,,,,"232.864","817.1082","3.880635"
,,,,,,"232.866","817.1082","3.880667"
,,,,,,"232.868","817.1082","3.880698"
,,,,,,"232.87","817.1082","3.880729"
,,,,,,"232.872","817.1082","3.88076"
,,,,,,"232.874","817.1082","3.880802"
,,,,,,"232.876","817.1082","3.880833"
,,,,,,"232.878","817.1082","3.880865"
,,,,,,"232.88","817.14","3.880896"
,,,,,,"232.882","817.14","3.880927"
,,,,,,"232.884","817.14","3.880958"
,,,,,,"232.886","817.14","3.88099"
,,,,,,"232.888","817.14","3.881031"
,,,,,,"232.89","817.14","3.881063"
,,,,,,"232.892","817.14","3.881094"
,,,,,,"232.894","817.1718","3.881125"
,,,,,,"232.896","817.1876","3.881156"
,,,,,,"232.898","817.1876","3.881198"
,,,,,,"232.9","817.1876","3.881229"
,,,,,,"232.902","817.1876","3.88126"
,,,,,,"232.904","817.1876","3.881292"
,,,,,,"232.906","817.1876","3.881323"
,,,,,,"232.908","817.1876","3.881365"
,,,,,,"232.91","817.2194","3.881396"
,,,,,,"232.912","817.2194","3.881427"
,,,,,,"232.914","817.2194","3.881458"
,,,,,,"232.916","817.2194","3.88149"
,,,,,,"232.918","817.2194","3.881531"
,,,,,,"232.92","817.2194","3.881562"
,,,,,,"232.922","817.2671","3.881594"
